item_id,dataset,env,seed,L1,L2,FA,path,is_correct,n_docs,conflict_type,l2_source
ramdocs-0424-a2,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0426-a1,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,4,misinformation,rule
ramdocs-0426-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,judge
ramdocs-0426-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0429-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0429-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0429-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0434-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,6,misinformation,rule
ramdocs-0434-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0434-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0438-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,judge
ramdocs-0438-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0438-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0438-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0438-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0438-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0442-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0442-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0442-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0442-a2,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0442-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0442-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0444-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0444-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0444-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0444-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0444-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0444-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0446-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,4,misinformation,rule
ramdocs-0446-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,rule
ramdocs-0446-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0446-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,6,misinformation,judge
ramdocs-0446-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0446-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0446-a2,ramdocs_a,reflection,13,detected,correct,wrong,,0,5,misinformation,judge
ramdocs-0446-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0446-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0447-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0447-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0447-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0447-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0447-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0447-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0451-a1,ramdocs_a,reflection,13,detected,correct,wrong,,0,4,misinformation,judge
ramdocs-0451-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,4,misinformation,
ramdocs-0451-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0453-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0453-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0453-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0457-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0457-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0457-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0457-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0457-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,2,misinformation,judge
ramdocs-0457-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,2,misinformation,
ramdocs-0460-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0460-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0460-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0461-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0461-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0461-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0463-a0,ramdocs_a,reflection,13,detected,unresolved,wrong,,0,3,misinformation,judge
ramdocs-0463-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,rule
ramdocs-0463-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0463-a1,ramdocs_a,reflection,13,detected,correct,wrong,,0,4,misinformation,judge
ramdocs-0463-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0463-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0464-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0464-a1,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,rule
ramdocs-0464-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0465-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0465-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0465-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0467-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0467-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0467-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0468-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0468-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,6,misinformation,rule
ramdocs-0468-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,6,misinformation,
ramdocs-0468-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0468-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0468-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0469-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0469-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0469-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0470-a0,ramdocs_a,reflection,13,detected,unresolved,wrong,,0,3,misinformation,judge
ramdocs-0470-a0,ramdocs_a,standard,13,detected,unresolved,wrong,,0,3,misinformation,judge
ramdocs-0470-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0470-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,3,misinformation,judge
ramdocs-0470-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0470-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0473-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0473-a1,ramdocs_a,standard,13,detected,wrong,wrong,,0,4,misinformation,rule
ramdocs-0473-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0475-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0475-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0475-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0475-a2,ramdocs_a,reflection,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0475-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,3,misinformation,judge
ramdocs-0475-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,3,misinformation,
ramdocs-0477-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,7,misinformation,judge
ramdocs-0477-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,7,misinformation,rule
ramdocs-0477-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,7,misinformation,
ramdocs-0479-a0,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,4,misinformation,rule
ramdocs-0479-a0,ramdocs_a,standard,13,detected,wrong,correct,discordant_hit,1,4,misinformation,rule
ramdocs-0479-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0479-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0479-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0479-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0479-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0479-a2,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0479-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0485-a1,ramdocs_a,reflection,13,detected,wrong,wrong,,0,2,misinformation,rule
ramdocs-0485-a1,ramdocs_a,standard,13,detected,unresolved,wrong,,0,2,misinformation,rule
ramdocs-0485-a1,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,2,misinformation,
ramdocs-0486-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0486-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0486-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0486-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0486-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0486-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0487-a1,ramdocs_a,reflection,13,detected,wrong,correct,discordant_hit,1,5,misinformation,judge
ramdocs-0487-a1,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0487-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0490-a2,ramdocs_a,reflection,13,detected,correct,wrong,,0,3,misinformation,judge
ramdocs-0490-a2,ramdocs_a,standard,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0490-a2,ramdocs_a,standard_nothink,13,unrecognized,,wrong,,0,3,misinformation,
ramdocs-0495-a0,ramdocs_a,reflection,13,detected,unresolved,correct,shortcut,1,4,misinformation,judge
ramdocs-0495-a0,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,4,misinformation,judge
ramdocs-0495-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,4,misinformation,
ramdocs-0495-a1,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0495-a1,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0495-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0496-a1,ramdocs_a,reflection,13,detected,correct,wrong,,0,5,misinformation,judge
ramdocs-0496-a1,ramdocs_a,standard,13,unrecognized,,wrong,,0,5,misinformation,
ramdocs-0496-a1,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0496-a2,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,rule
ramdocs-0496-a2,ramdocs_a,standard,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0496-a2,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0498-a0,ramdocs_a,reflection,13,detected,correct,correct,legitimate,1,5,misinformation,judge
ramdocs-0498-a0,ramdocs_a,standard,13,unrecognized,,correct,blind_hit,1,5,misinformation,
ramdocs-0498-a0,ramdocs_a,standard_nothink,13,unrecognized,,correct,blind_hit,1,5,misinformation,
